timestamp,e_lat_px,e_psi_deg,kappa,steer,throttle
1786089460.6039758,22.1516347872,22.68889114596964,0.00260328257734,0.903235175892698,0.25
1786089460.6840692,20.6825109456,22.54883198092587,0.00252400136378,0.9297375602928399,0.25
1786089460.769086,29.106068625,28.147023636293085,0.0029981175708,0.9789212680878518,0.25
1786089460.8576517,35.3081940712,28.604636283131768,0.00292909218158,0.9936763804263555,0.25
1786089460.945917,39.9195341327,21.884486299879974,0.00205333046899,0.9444690446947943,0.25
1786089461.027634,19.2630461155,1.6385619169519277,0.000658616391839,0.3729210167299478,0.25
1786089461.1075773,15.8205271956,-3.8775632563230102,0.000174749285462,0.04790982583348323,0.25
1786089461.1981165,4.51013376612,-27.347904248494647,-0.00174492708157,-0.685627052249955,0.25
1786089461.2763774,-13.6921792024,-40.31991780378289,-0.00307973781278,-0.9056881156749864,0.25
1786089461.3525062,-16.8951720291,-41.297453602021534,-0.0033373029512,-0.9717064347024958,0.25
1786089461.4284368,-26.365422491,-43.764691305920174,-0.00340402462213,-0.9915119304107487,0.25
1786089461.5078359,-23.0085146871,-39.548936380019576,-0.00271827879566,-0.9974535791232246,0.25
1786089461.5909617,-1.13991257392,-10.885313916309276,6.79279534047e-05,-0.5516922761520768,0.25
1786089461.6720288,9.07119121287,3.605647694447815,0.000978272623834,-0.028623915479806084,0.25
1786089461.7627122,35.7033962843,31.857599890774388,0.00305983998806,0.6914128253560581,0.25
1786089461.860055,40.1123000803,34.044286194267286,0.00324122592626,0.9074238476068174,0.25
1786089461.9537077,21.1774803464,21.502196612286788,0.00205093500422,0.8870380653725329,0.25
1786089462.0614254,16.3748717898,18.37560845585094,0.00174336785518,0.7890821492076444,0.25
1786089462.151927,25.8221259517,23.807790212987022,0.00221598322607,0.9179468531093666,0.25
1786089462.2373602,9.93467641124,11.611988674281227,0.00122970425601,0.6108643185753113,0.25
1786089462.3253965,1.21343910148,2.2810168977190375,0.000721025435992,0.26878365447932134,0.25
1786089462.4187155,-5.08502273937,-6.866807907394056,1.30816019612e-06,-0.08565277175272279,0.25
1786089462.5074563,-0.434264330102,-2.6952995980169328,0.000456806458702,-0.06956749101139612,0.25
1786089462.591564,4.38720869056,2.614699561731831,0.000865364422817,0.0824296869587115,0.25
1786089462.6748903,3.80416239862,2.1997850236758802,0.00073585688476,0.11210918240001316,0.25
1786089462.7610958,2.43493796525,4.736565825337064,0.000906036115573,0.1858325029165115,0.25
1786089462.8445625,5.18526979388,5.2452124866494705,0.000696051124997,0.21414970746413348,0.25
1786089462.9375906,5.86702786243,5.5701540311676805,0.000469394650072,0.22135397347317204,0.25
1786089463.0242682,1.49498665453,-0.3383479502106293,-1.14255115235e-05,0.059821397333893384,0.25
1786089463.1108863,-7.2636074624,-4.824809051973805,-0.000596785457686,-0.12889987459923796,0.25
1786089463.1960828,-10.7387233875,-8.11305392295606,-0.000961046416988,-0.2819965327373562,0.25
1786089463.282184,-22.427845174,-12.72180809449473,-0.00125504531842,-0.4620859874261492,0.25
1786089463.3759732,-14.3833273135,-3.2086734283001754,-0.000590199335036,-0.25604628626724824,0.25
1786089463.4599707,-2.28509891968,8.877164417123304,0.00038401323947,0.14399808284105747,0.25
1786089463.5584252,14.2599024545,25.758464727197328,0.00191980957795,0.7431994248523172,0.25
1786089463.643232,20.4443835974,33.641687622339596,0.00286189264519,0.9229598274556952,0.25
1786089463.7250664,28.0088406466,38.4837279391517,0.00353912263234,0.9768879482367085,0.25
1786089463.809713,29.5616173018,39.818236108265005,0.00374705652014,0.9930663844710126,0.25
1786089463.8894026,25.2755586018,35.40290499626157,0.00320571710563,0.9979199153413036,0.25
1786089463.9753513,21.7043361632,35.55849780768437,0.00323471544005,0.999375974602391,0.25
1786089464.0607877,25.5452701121,37.375889349430864,0.00331981279662,0.9998127923807172,0.25
1786089464.1528935,13.9713076535,33.91650065383831,0.00300636666375,0.9999438377142151,0.25
1786089464.2354946,23.0380827707,44.76381452274979,0.00449753099427,0.9999831513142645,0.25
1786089464.3198047,30.3535207855,48.2416767877472,0.00506435777023,0.9999949453942794,0.25
1786089464.4053159,32.5543262983,49.66509512615645,0.00529862734128,0.9999984836182838,0.25
